Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: On any equipment use,Script: On any countdown reduce,Script: End Turn,Script: Before execute,Script: On Snap,Script: On Fury,Script: On Dodge
Sunstrike_upgraded,Do [weaken]4[;] inflict [weaken]1 weaken|[gray](once per battle),2,attack(4[;] WEAKEN); sfxdamage(target[;] 4); inflict(WEAKEN);,Mumble,COUNTDOWN,5,ORANGE,,,,_weaken,0,NO,YES,,,,,,,,,,,,,
Sunstrike_downgraded,Inflict [weaken]1 weaken|[gray](once per battle),2,inflict(WEAKEN);,Mumble,COUNTDOWN,5,ORANGE,,,,_weaken,0,NO,YES,,,,,,,,,,,,,
Call from Beyond,Inflict [mqinsanity]Insanity|Blind [blind]4 dice,2,inflict(~mqinsanity~); inflict(BLIND[;] 4);,Stardust,DOUBLES|DOUBLES,,PURPLE,change_power,change_power,,_mqinsanity,0,NO,NO,excludefromrandomlists|cannotsteal,,,,,,,,,,,,
Call from Beyond_upgraded,Inflict [mqinsanity]Insanity|Blind [blind]4 dice,2,inflict(~mqinsanity~); inflict(BLIND[;] 4);,Stardust,COUNTDOWN,10,PURPLE,,,,_mqinsanity,0,NO,NO,excludefromrandomlists|cannotsteal,,,,,,,,,,,,
Call from Beyond_downgraded,Inflict [mqinsanity]Insanity|Blind [blind]4 dice,2,inflict(~mqinsanity~); inflict(BLIND[;] 4);,Stardust,REQUIRE6|REQUIRE6,,PURPLE,,,,_mqinsanity,0,NO,NO,excludefromrandomlists|cannotsteal,,,,,,,,,,,,
Shipwrecker,Do [sword]<d6>[;] inflict [weaken]1 weaken|[gray](Reuseable),2,attack(d); sfxdamage(target[;] d); inflict(WEAKEN);,Plasma Gun,EVEN,,ORANGE,change_power,complicate,,_weaken,2,NO,NO,,,,,,,,,,,,,
Shipwrecker_upgraded,Do [sword]<d6>[;] inflict [weaken]1 weaken|[gray](Reuseable),2,attack(d); sfxdamage(target[;] d); inflict(WEAKEN);,Plasma Gun,EVEN,,ORANGE,,,,_weaken,3,NO,NO,,,,,,,,,,,,,
Reverb,Do [sword]2[;] inflict [weaken]1 weaken[;]|snap random equipment,1,attack(2); sfxdamage(target[;] 2); inflict(WEAKEN); if (!simulation) {var equipment = []; if (self.equipment.length > 0) for (eq in self.equipment) if (eq.skillcard == ~~ && !eq.hastag(~skillcard~) && eq.isready()) equipment.push(eq); if (equipment.length > 0) runscript(~megaquest/snap~[;] [rand(equipment)[;] self[;] target[;] true]);} else bonus(1000);,Trap Card,COUNTDOWN,5,ORANGE,change_power,change_power,,_weaken,0,NO,NO,,,,,,,,,,delay(1.0);,,,
Reverb_upgraded,Do [sword]3[;] inflict [weaken]1 weaken[;]|snap random equipment,1,attack(3); sfxdamage(target[;] 3); inflict(WEAKEN); if (!simulation) {var equipment = []; if (self.equipment.length > 0) for (eq in self.equipment) if (eq.skillcard == ~~ && !eq.hastag(~skillcard~) && eq.isready()) equipment.push(eq); if (equipment.length > 0) runscript(~megaquest/snap~[;] [rand(equipment)[;] self[;] target[;] true]);} else bonus(1000);,Trap Card,COUNTDOWN,5,ORANGE,,,,_weaken,0,NO,NO,,,,,,,,,,delay(1.0);,,,
Reverb_downgraded,Do [sword]2[;] inflict [weaken]1 weaken,1,attack(2); sfxdamage(target[;] 2); inflict(WEAKEN);,Trap Card,COUNTDOWN,5,ORANGE,,,,_weaken,0,NO,NO,,,,,,,,,,delay(1.0);,,,
Sound Barrier,Silence Enemy,1,inflict(SILENCE);,Tape,DOUBLES|DOUBLES,,PURPLE,simplify,complicate,,_silence,0,NO,NO,excludefromrandomlists|cannotsteal,,,,,,,,,,,,
Ultrasound,Shock [shock]2 equipment,1,inflict(SHOCK[;] 2);,Zap,DOUBLES|DOUBLES,,YELLOW,change_power,change_power,,_shock,0,NO,NO,,,,,,,,,,,,,
Ultrasound_upgraded,Shock [shock]3 equipment,1,inflict(SHOCK[;] 3);,Zap,DOUBLES|DOUBLES,,YELLOW,,,,_shock,0,NO,NO,,,,,,,,,,,,,
Ultrasound_downgraded,Shock [shock]1 equipment,1,inflict(SHOCK);,Zap,DOUBLES|DOUBLES,,YELLOW,,,,_shock,0,NO,NO,,,,,,,,,,,,,
Vibrato,Inflict [vanish]Vanish,1,inflict(VANISH);,Lockdown,DOUBLES|DOUBLES,,PINK,simplify,complicate,,_vanish,0,NO,NO,,,,,,,,,,,,,
Phaser,Dodge next attack,1,inflictself(DODGE);,Quick Thinking,DOUBLES|DOUBLES,,YELLOW,simplify,complicate,,_dodge,0,YES,NO,,,,,,,,,,,,,
Lights Out,Lock [lock]2 dice|Roll 2 new dice,2,inflict(LOCK[;] 2); if (simulation) inflictself(~mqbackstab~); givedice([rand([1[;] 2[;] 3[;] 4[;] 5[;] 6])[;] rand([1[;] 2[;] 3[;] 4[;] 5[;] 6])]);,Lockdown,REQUIRE1|REQUIRE1,,PINK,increaserange,doublerequirements,,_lock,0,NO,NO,,,,,,,,,,,,,
Backstab@mq,Do [sword]<equipmentuse> damage. Add [sword]1|on each item use.,1,var dmg = !simulation ? self.equipmentused - 1 : getstatusself(~mqbackstab~); attack(dmg); sfxdamage(target[;] dmg);,Time Stop,REQUIRE3,,GRAY,simplify,doublerequirements,,_metals,0,NO,NO,excludefromrandomlists,,,,,,inflictself(~mqbackstab~);,,,,,,
Cloak@mq,Gain [reduce]1 reduce|[gray](Reuseable),1,inflictself(REDUCE| 1); if (simulation) inflictself(~mqbackstab~);,Protection,COUNTDOWN,4,ORANGE,change_power,change_power,,_shield,3,YES,NO,,1,,,,,,,,,,,
Cloak@mq_upgraded,Gain [reduce]1 reduce|[gray](Reuseable),1,inflictself(REDUCE| 1); if (simulation) inflictself(~mqbackstab~);,Protection,COUNTDOWN,4,ORANGE,,,,_shield,-1,YES,NO,,,,,,,,,,,,,
Cloak@mq_downgraded,Gain [reduce]1 reduce,1,inflictself(REDUCE| 1); if (simulation) inflictself(~mqbackstab~);,Protection,COUNTDOWN,4,ORANGE,,,,_shield,0,YES,NO,,,,,,,,,,,,,
Forbidden Magic,Numb enemy,2,inflict(~mqnumb~);,Stardust,COUNTDOWN,20,GRAY,threequartercountdown,change_power,,_blind,0,NO,NO,excludefromrandomlists|cannotsteal|mqchantblink,,,,,,,,,,,,
Forbidden Magic_downgraded,Confuse enemy,2,inflict(CONFUSE);,Stardust,COUNTDOWN,20,GRAY,,,,_confuse,0,NO,NO,excludefromrandomlists|cannotstealmqchantblink,,,,,,,,,,,,
Chant,Do [sword]<d6>[;] inflict random[;]|-<d6> to countdowns,1,attack(d); sfxdamage(target[;] d); var st = rand([FIRE[;] ICE[;] SHOCK[;] WEAKEN[;] LOCK[;] POISON]); inflict(st); sfx(~_~ + st.toLowerCase()[;] ~~[;] 0.2); boostcountdowns(d); if (!simulation) {for (eq in self.equipment) if (eq.hastag(~mqchantblink~)) {runscript(~megaquest/delaycall~[;] [function (args) {args[0].equipmentcol = args[1];}[;] 0.1[;] eq[;] eq.equipmentcol]); eq.equipmentcol = 2; runscript(~megaquest/shake~[;] [eq[;] 0.1[;] 4]);}},Accelerate,MAX4,,PURPLE,increaserange,decreaserange,,none,0,NO,NO,,,,,,,,,,,,,
Cardboard Castle,Add [shield]7 shield,2,inflictself(SHIELD[;] 7);,Protection,REQUIRE3|REQUIRE3,,ORANGE,change_power,change_power,,_shield,0,YES,NO,,,,,,,,,,,,,
Cardboard Castle_upgraded,Add [shield]8 shield,2,inflictself(SHIELD[;] 8);,Protection,REQUIRE3|REQUIRE3,,ORANGE,,,,_shield,0,YES,NO,,,,,,,,,,,,,
Cardboard Castle_downgraded,Add [shield]3 shield,2,inflictself(SHIELD[;] 3);,Protection,REQUIRE3|REQUIRE3,,ORANGE,,,,_shield,0,YES,NO,,,,,,,,,,,,,
Pay the Price,Do [sword]3 damage per [gold]|on the enemy ([sword]<var:mqpaytheprice>),2,var dmg = 3 * (simulation ? getstatusself(~mqpaytheprice~) : target.gold); attack(dmg); sfxdamage(target[;] dmg);,Plasma Gun,ODD,,YELLOW,change_power,change_power,,none,0,NO,NO,excludefromrandomlists|cannotsteal|showgold,,self.setvar(~mqpaytheprice~[;] 3 * target.gold); self.setvar(~mqpaytheprice+~[;] 4 * target.gold); self.setvar(~mqpaytheprice-~[;] 2 * target.gold);,self.setvar(~mqpaytheprice~[;] 0); self.setvar(~mqpaytheprice+~[;] 0); self.setvar(~mqpaytheprice-~[;] 0);,self.setvar(~mqpaytheprice~[;] 3 * target.gold); self.setvar(~mqpaytheprice+~[;] 4 * target.gold); self.setvar(~mqpaytheprice-~[;] 2 * target.gold); removestatusself(~mqpaytheprice~[;] ALL); inflictself(~mqpaytheprice~[;] target.gold);,self.setvar(~mqpaytheprice~[;] 3 * target.gold); self.setvar(~mqpaytheprice+~[;] 4 * target.gold); self.setvar(~mqpaytheprice-~[;] 2 * target.gold);,self.setvar(~mqpaytheprice~[;] 3 * target.gold); self.setvar(~mqpaytheprice+~[;] 4 * target.gold); self.setvar(~mqpaytheprice-~[;] 2 * target.gold);,,self.setvar(~mqpaytheprice~[;] 3 * target.gold); self.setvar(~mqpaytheprice+~[;] 4 * target.gold); self.setvar(~mqpaytheprice-~[;] 2 * target.gold);,,,,
Pay the Price_upgraded,Do [sword]4 damage per [gold]|on the enemy ([sword]<var:mqpaytheprice+>),2,var dmg = 4 * (simulation ? getstatusself(~mqpaytheprice~) : target.gold); attack(dmg); sfxdamage(target[;] dmg);,Plasma Gun,ODD,,YELLOW,,,,none,0,NO,NO,excludefromrandomlists|cannotsteal|showgold,,self.setvar(~mqpaytheprice~[;] 3 * target.gold); self.setvar(~mqpaytheprice+~[;] 4 * target.gold); self.setvar(~mqpaytheprice-~[;] 2 * target.gold);,self.setvar(~mqpaytheprice~[;] 0); self.setvar(~mqpaytheprice+~[;] 0); self.setvar(~mqpaytheprice-~[;] 0);,self.setvar(~mqpaytheprice~[;] 3 * target.gold); self.setvar(~mqpaytheprice+~[;] 4 * target.gold); self.setvar(~mqpaytheprice-~[;] 2 * target.gold); removestatusself(~mqpaytheprice~[;] ALL); inflictself(~mqpaytheprice~[;] target.gold);,self.setvar(~mqpaytheprice~[;] 3 * target.gold); self.setvar(~mqpaytheprice+~[;] 4 * target.gold); self.setvar(~mqpaytheprice-~[;] 2 * target.gold);,self.setvar(~mqpaytheprice~[;] 3 * target.gold); self.setvar(~mqpaytheprice+~[;] 4 * target.gold); self.setvar(~mqpaytheprice-~[;] 2 * target.gold);,,self.setvar(~mqpaytheprice~[;] 3 * target.gold); self.setvar(~mqpaytheprice+~[;] 4 * target.gold); self.setvar(~mqpaytheprice-~[;] 2 * target.gold);,,,,
Pay the Price_downgraded,Do [sword]2 damage per [gold]|on the enemy ([sword]<var:mqpaytheprice->),2,var dmg = 2 * (simulation ? getstatusself(~mqpaytheprice~) : target.gold); attack(dmg); sfxdamage(target[;] dmg);,Plasma Gun,ODD,,YELLOW,,,,none,0,NO,NO,excludefromrandomlists|cannotsteal|showgold,,self.setvar(~mqpaytheprice~[;] 3 * target.gold); self.setvar(~mqpaytheprice+~[;] 4 * target.gold); self.setvar(~mqpaytheprice-~[;] 2 * target.gold);,self.setvar(~mqpaytheprice~[;] 0); self.setvar(~mqpaytheprice+~[;] 0); self.setvar(~mqpaytheprice-~[;] 0);,self.setvar(~mqpaytheprice~[;] 3 * target.gold); self.setvar(~mqpaytheprice+~[;] 4 * target.gold); self.setvar(~mqpaytheprice-~[;] 2 * target.gold); removestatusself(~mqpaytheprice~[;] ALL); inflictself(~mqpaytheprice~[;] target.gold);,self.setvar(~mqpaytheprice~[;] 3 * target.gold); self.setvar(~mqpaytheprice+~[;] 4 * target.gold); self.setvar(~mqpaytheprice-~[;] 2 * target.gold);,self.setvar(~mqpaytheprice~[;] 3 * target.gold); self.setvar(~mqpaytheprice+~[;] 4 * target.gold); self.setvar(~mqpaytheprice-~[;] 2 * target.gold);,,self.setvar(~mqpaytheprice~[;] 3 * target.gold); self.setvar(~mqpaytheprice+~[;] 4 * target.gold); self.setvar(~mqpaytheprice-~[;] 2 * target.gold);,,,,
